move_name,type,category,power,accuracy,pp,makes_contact,introduced,effect,z_effect
Dragon Rush,Dragon,Physical,100,75,10,true,4,Dragon Rushdeals damage and has a 20% chance of causing the target to flinch (if the target has not yet moved).,"When a Pokémon is holdingDragonium Zand uses its Z-Power,Dragon Rushturns intoDevastating Drakeand has base power180."
Barrage,Normal,Physical,15,85,20,false,1,"Barragehits 2-5 times per turn used. The probability of each interval is shown in the table, with the total power after each hit.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Barrageturns intoBreakneck Blitzand has base power100."
Dual Wingbeat,Flying,Physical,40,90,10,true,8,The user slams the target with its wings. The target is hit twice in a row.,
Glare,Normal,Status,,100,30,false,1,"Glareparalyzes the target, if it hits. Paralyzed Pokémon have a 25% chance of not being able to attack, and their Speed is decreased by 50% (75% inGenerations 1-6).","When a Pokémon is holdingNormalium Zand uses its Z-Power,Glareturns intoZ-Glareand raises Special Defense one stage, in addition to its usual effect as above."
Me First,Normal,Status,,,20,false,4,"If the opponent is readying a direct attack, the user ofMe Firstwill try to copy it and attack with 50% more power. The move only works if the user is faster than the opponent or otherwise able to move first (for example a Quick Claw activating).","When a Pokémon is holdingNormalium Zand uses its Z-Power,Me Firstturns intoZ-Me Firstand raises Speed two stages, in addition to its usual effect as above."
Power Shift,Normal,Status,,,10,false,8,Power Shiftswitches the user's Attack stat with its Defense.,
Gigaton Hammer,Steel,Physical,160,100,5,false,9,Cannot be used twice in a row.,
Thief,Dark,Physical,60,100,25,true,2,"Thiefdeals damage and steals the target's held item, if the user is not holding an item.","When a Pokémon is holdingDarkinium Zand uses its Z-Power,Thiefturns intoBlack Hole Eclipseand has base power120."
Cross Poison,Poison,Physical,70,100,20,true,4,Cross Poisondeals damage and has a 10% chance of poisoning the target. It also has an increased critical hit ratio (1⁄8instead of1⁄24).,"When a Pokémon is holdingPoisonium Zand uses its Z-Power,Cross Poisonturns intoAcid Downpourand has base power140."
Magical Leaf,Grass,Special,60,,20,false,3,"Magical Leafdeals damage and ignores changes to the Accuracy and Evasion stats. However, it will not hit Pokémon during the invulnerable stage ofBounce,Dig,Dive,Fly,Phantom Force,Shadow ForceorSky Drop.","When a Pokémon is holdingGrassium Zand uses its Z-Power,Magical Leafturns intoBloom Doomand has base power120."
Cotton Spore,Grass,Status,,100,40,false,2,Cotton Sporelowers the target's Speed by two stages.,"When a Pokémon is holdingGrassium Zand uses its Z-Power,Cotton Sporeturns intoZ-Cotton Sporeand eliminates any stat drops applied to the user, in addition to its usual effect as above."
Heat Crash,Fire,Physical,,100,10,true,5,"Heat Crashinflicts more damage the heavier the user compared to the opponent. The table shows the different base powers for each ratio, wherer = UserWeight ÷ TargetWeight","When a Pokémon is holdingFirium Zand uses its Z-Power,Heat Crashturns intoInferno Overdriveand has base power160."
Scald,Water,Special,80,100,15,false,5,Scalddeals damage and has a 30% chance of burning the target.,"When a Pokémon is holdingWaterium Zand uses its Z-Power,Scaldturns intoHydro Vortexand has base power160."
Role Play,Psychic,Status,,,10,false,3,"Role Playcopies the opponent's ability, replacing its own with that of the target's.","When a Pokémon is holdingPsychium Zand uses its Z-Power,Role Playturns intoZ-Role Playand raises Speed one stage, in addition to its usual effect as above."
Guillotine,Normal,Physical,,30,5,true,1,"If it hits,Guillotineis guaranteed to make the opponent faint. Its accuracy increases if the user is a higher level than the target Pokémon, but fails if the target is higher level.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Guillotineturns intoBreakneck Blitzand has base power180."
Calm Mind,Psychic,Status,,,20,false,3,Calm Mindraises the user's Special Attack and Special Defense by one stage each.,"When a Pokémon is holdingPsychium Zand uses its Z-Power,Calm Mindturns intoZ-Calm Mindand eliminates any stat drops applied to the user, in addition to its usual effect as above."
Dragon Energy,Dragon,Special,150,100,5,false,8,"The higher the user's HP, the higher the power.",
Happy Hour,Normal,Status,,,30,false,6,"Happy Hourhas no battle effect. Instead, it doubles the prize money awarded to the player at the end of the battle. If theAmulet CoinorLuck Incenseis held by any Pokémon in battle, and any Pokémon usesHappy Hourduring the battle, the prize money is quadrupled.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Happy Hourturns intoZ-Happy Hourand raises all stats one stage each, in addition to its usual effect as above."
Infernal Parade,Ghost,Special,60,100,15,false,8,"Infernal Paradedeals damage and has a 30% chance of burning the target. If the target already has a status condition, its power is doubled.",
Make It Rain,Steel,Special,120,100,5,false,9,Lowers user's Special Attack. Money is earned after the battle.,
Reversal,Fighting,Physical,,100,15,true,2,"Reversaldeals more damage the lower the user's HP is, as per the table below.","When a Pokémon is holdingFightinium Zand uses its Z-Power,Reversalturns intoAll-Out Pummelingand has base power160."
Bind,Normal,Physical,15,85,20,true,1,"Bindinflicts damage on the first turn then traps the opponent, causing them to lose1⁄8of their maximum HP after each turn, for 4-5 turns.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Bindturns intoBreakneck Blitzand has base power100."
Temper Flare,Fire,Physical,75,100,10,false,9,"Spurred by desperation, the user attacks the target. This move’s power is doubled if the user’s previous move failed.",
Fusion Bolt,Electric,Physical,100,100,5,false,5,"Fusion Boltdeals damage, and its power doubles to200ifFusion Flarehas been used before it in the same turn. If this happensFusion Bolt'sanimation will change to look more epic.","When a Pokémon is holdingElectrium Zand uses its Z-Power,Fusion Boltturns intoGigavolt Havocand has base power180."
Meditate,Psychic,Status,,,40,false,1,Meditateraises the user's Attack by one stage.,"When a Pokémon is holdingPsychium Zand uses its Z-Power,Meditateturns intoZ-Meditateand raises Attack one stage, in addition to its usual effect as above."
Mud-Slap,Ground,Special,20,100,10,false,2,Mud-Slapdeals damage and lowers the target's Accuracy by one stage.,"When a Pokémon is holdingGroundium Zand uses its Z-Power,Mud-Slapturns intoTectonic Rageand has base power100."
Multi-Attack,Normal,Physical,120,100,10,true,7,Multi-Attackis the signature move of Silvally. It deals damage with its type matching the Memory item held.,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Multi-Attackturns intoBreakneck Blitzand has base power185."
Take Down,Normal,Physical,90,85,20,true,1,"Take Downdeals damage, but the user receives1⁄4of the damage it inflicted in recoil. In other words, if the attack does 100 HP damage to the opponent, the user will lose 25 HP.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Take Downturns intoBreakneck Blitzand has base power175."
Moongeist Beam,Ghost,Special,100,100,5,false,7,"Ignores the target's ability.Z-Move effectsWhen a Pokémon is holdingGhostium Zand uses its Z-Power,Moongeist Beamturns intoNever-Ending Nightmareand has base power180.When Lunala or Dawn Wings Necrozma is holdingLunalium Zand uses its Z-Power,Moongeist Beamturns intoMenacing Moonraze Maelstromand has base power200.","When a Pokémon is holdingGhostium Zand uses its Z-Power,Moongeist Beamturns intoNever-Ending Nightmareand has base power180.When Lunala or Dawn Wings Necrozma is holdingLunalium Zand uses its Z-Power,Moongeist Beamturns intoMenacing Moonraze Maelstromand has base power200."
Last Respects,Ghost,Physical,50,100,10,false,9,Damages increases the more party Pokémon have been defeated.,
No Retreat,Fighting,Status,,,5,false,8,Raises all stats but user cannot switch out.							(100% chance),
Twin Beam,Psychic,Special,40,100,10,false,9,Hits twice in one turn.,
SmokeScreen,Normal,Status,,100,20,false,1,Smokescreenlowers the target's Accuracy by one stage.,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Smokescreenturns intoZ-Smokescreenand raises Evasiveness one stage, in addition to its usual effect as above."
Lunar Dance,Psychic,Status,,,10,false,4,"The user faints but the next Pokémon released is fully healed.Z-Move effectsWhen a Pokémon is holdingPsychium Zand uses its Z-Power,Lunar Dancehas no additional effect.","When a Pokémon is holdingPsychium Zand uses its Z-Power,Lunar Dancehas no additional effect."
Brutal Swing,Dark,Physical,60,100,20,true,7,"The user swings its body around violently to inflict damage on everything in its vicinity.Z-Move effectsWhen a Pokémon is holdingDarkinium Zand uses its Z-Power,Brutal Swingturns intoBlack Hole Eclipseand has base power120.","When a Pokémon is holdingDarkinium Zand uses its Z-Power,Brutal Swingturns intoBlack Hole Eclipseand has base power120."
Crafty Shield,Fairy,Status,,,10,false,6,"Crafty Shieldprotects the user's team from any Status category move targeted at them, for the duration of the turn. It has priority +3 so will activate before most other moves.","When a Pokémon is holdingFairium Zand uses its Z-Power,Crafty Shieldturns intoZ-Crafty Shieldand raises Special Defense one stage, in addition to its usual effect as above."
Trop Kick,Grass,Physical,70,100,15,true,7,Trop Kickdeals damage and lowers the target's Attack by one stage.,"When a Pokémon is holdingGrassium Zand uses its Z-Power,Trop Kickturns intoBloom Doomand has base power140."
Photon Geyser,Psychic,Special,100,100,5,false,7,"Photon Geyserdeals damage, but uses either the user's Attack or Special Attack stat to determine its power, whichever is higher.","When a Pokémon is holdingPsychium Zand uses its Z-Power,Photon Geyserturns intoShattered Psycheand has base power180.When Ultra Necrozma is holdingUltranecrozium Zand uses its Z-Power,Photon Geyserturns intoLight That Burns the Skyand has base power200."
Electro Ball,Electric,Special,,100,10,false,5,"Electro Ballinflicts more damage the faster the user is compared to the opponent. The table shows the different base powers for each ratio, wherer = UserSpeed ÷ TargetSpeed","When a Pokémon is holdingElectrium Zand uses its Z-Power,Electro Ballturns intoGigavolt Havocand has base power160."
Nightmare,Ghost,Status,,100,15,false,2,"If the target is asleep,Nightmarecauses it to lose1⁄4of its maximum HP after each turn. Thestatus conditionis cured when the Pokémon wakes up.","When a Pokémon is holdingGhostium Zand uses its Z-Power,Nightmareturns intoZ-Nightmareand raises Special Attack one stage, in addition to its usual effect as above."
Smack Down,Rock,Physical,50,100,15,false,5,"Smack Downdeals damage and knocks the target to the ground. AnyraisedPokémon now become susceptible toGroundmoves andArena Trap. Raised Pokémon are anyFlyingtypes or those under the effects ofLevitate,Magnet RiseorTelekinesis. Full details inglossary.","When a Pokémon is holdingRockium Zand uses its Z-Power,Smack Downturns intoContinental Crushand has base power100."
Telekinesis,Psychic,Status,,,15,false,5,"Telekinesisraises the target into the air for three turns, guaranteeing that all attacks against the target (except OHKO moves) will hit, regardless of Accuracy or Evasion.","When a Pokémon is holdingPsychium Zand uses its Z-Power,Telekinesisturns intoZ-Telekinesisand raises Special Attack one stage, in addition to its usual effect as above."
Aura Wheel,Electric,Physical,110,100,10,false,8,"Aura Wheeldeals damage and raises the user's Speed by one stage. It is the signature move ofMorpeko, and its type changes based on Morpeko's form:Electrictype in Full Belly Mode, orDarktype in Hangry Mode.",
Chip Away,Normal,Physical,70,100,20,true,5,"Chip Awaydeals damage, but ignores changes to the target's stats (i.e. Defense and Evasion in this case).","When a Pokémon is holdingNormalium Zand uses its Z-Power,Chip Awayturns intoBreakneck Blitzand has base power140."
Eerie Impulse,Electric,Status,,100,15,false,6,Eerie Impulselowers the target's Special Attack by two stages.,"When a Pokémon is holdingElectrium Zand uses its Z-Power,Eerie Impulseturns intoZ-Eerie Impulseand raises Special Defense one stage, in addition to its usual effect as above."
